Anozie, Nonso	The Last Legion	2007
Anozie, Nonso	Nanny McPhee and the Big Bang	2010
Victor, Teresa E.	Star Trek IV: The Voyage Home	1986
Victor, Teresa E.	Star Trek III: The Search for Spock	1984
Victor, Teresa E.	Star Trek: The Wrath of Khan	1982
Shaffer, Anna (I)	Harry Potter and the Deathly Hallows: Part 1	2010
Shaffer, Anna (I)	Harry Potter and the Deathly Hallows: Part 2	2011
Shaffer, Anna (I)	Harry Potter and the Half-Blood Prince	2009
Arkin, Matthew	City Island	2009
Arkin, Matthew	Death to Smoochy	2002
Arkin, Matthew	Liar Liar	1997
Greene, Peter (I)	Pulp Fiction	1994
Greene, Peter (I)	Training Day	2001
Greene, Peter (I)	Under Siege 2: Dark Territory	1995
Greene, Peter (I)	Blue Streak	1999
Greene, Peter (I)	The Mask	1994
Glass, Ron (I)	Serenity	2005
Glass, Ron (I)	Recess: School's Out	2001
Glass, Ron (I)	Lakeview Terrace	2008
Glass, Ron (I)	Death at a Funeral	2010
Jian	Salt	2010
Jian	Men in Black 3	2012
Jian	Safe	2012
Jian	The Back-up Plan	2010
Jian	The Adjustment Bureau	2011
Jian	Eat Pray Love	2010
Jian	The Sorcerer's Apprentice	2010
Jian	The Sitter	2011
Jian	Get Him to the Greek	2010
Cahill, Sally (I)	Lars and the Real Girl	2007
Cahill, Sally (I)	Harriet the Spy	1996
Cahill, Sally (I)	The Virgin Suicides	1999
Shue, Andrew	The Karate Kid	1984
Shue, Andrew	Cocktail	1988
Shue, Andrew	The Rainmaker	1997
Chan, Michael Paul	Batman & Robin	1997
Chan, Michael Paul	Batman Forever	1995
Chan, Michael Paul	The Insider	1999
Chan, Michael Paul	Falling Down	1993
Chan, Michael Paul	The Goonies	1985
Chan, Michael Paul	The Glass House	2001
Chan, Michael Paul	Spy Game	2001
Chan, Michael Paul	U.S. Marshals	1998
Chan, Michael Paul	Maverick	1994
Brown, Kimberly J.	A Bug's Life	1998
Brown, Kimberly J.	Bringing Down the House	2003
Brown, Kimberly J.	Be Cool	2005
McDiarmid, Ian	Star Wars: Episode III - Revenge of the Sith	2005
McDiarmid, Ian	Star Wars: Episode I - The Phantom Menace	1999
McDiarmid, Ian	Star Wars: Episode II - Attack of the Clones	2002
McDiarmid, Ian	Star Wars: Episode VI - Return of the Jedi	1983
McDiarmid, Ian	Sleepy Hollow	1999
Valenti, Duke	The Last Boy Scout	1991
Valenti, Duke	Wayne's World 2	1993
Valenti, Duke	Armageddon	1998
Cunningham, Liam (I)	The Guard	2011
Cunningham, Liam (I)	War Horse	2011
Cunningham, Liam (I)	First Knight	1995
Cunningham, Liam (I)	Harry Brown	2009
Cunningham, Liam (I)	The Mummy: Tomb of the Dragon Emperor	2008
Cunningham, Liam (I)	Safe House	2012
Cunningham, Liam (I)	Clash of the Titans	2010
Becker, Paul (II)	Chicago	2002
Becker, Paul (II)	The Twilight Saga: Breaking Dawn - Part 1	2011
Becker, Paul (II)	This Means War	2012
Becker, Paul (II)	The Twilight Saga: Breaking Dawn - Part 2	2012
Becker, Paul (II)	Scooby Doo 2: Monsters Unleashed	2004
Becker, Paul (II)	Josie and the Pussycats	2001
Becker, Paul (II)	Hannah Montana & Miley Cyrus: Best of Both Worlds Concert	2008
Becker, Paul (II)	Life or Something Like It	2002
Wisher Jr., William	Terminator 2: Judgment Day	1991
Wisher Jr., William	The Terminator	1984
Wisher Jr., William	The Abyss	1989
Meyers, Josh (I)	Brüno	2009
Meyers, Josh (I)	Date Movie	2006
Meyers, Josh (I)	College Road Trip	2008
O'Shaughnessey, Colleen	Horton Hears a Who!	2008
O'Shaughnessey, Colleen	Cars	2006
O'Shaughnessey, Colleen	Cars 2	2011
O'Shaughnessey, Colleen	Sen to Chihiro no kamikakushi	2001
O'Shaughnessey, Colleen	Spider-Man 2	2004
O'Shaughnessey, Colleen	Spider-Man	2002
O'Shaughnessey, Colleen	Toy Story 3	2010
O'Shaughnessey, Colleen	Gake no ue no Ponyo	2008
O'Shaughnessey, Colleen	Digimon: The Movie	2000
Dean, Calvin (I)	Vertical Limit	2000
Dean, Calvin (I)	The Social Network	2010
Dean, Calvin (I)	Spider-Man 2	2004
Dean, Calvin (I)	Angels & Demons	2009
Dean, Calvin (I)	The Artist	2011
Dean, Calvin (I)	Star Trek	2009
Fouquette, Dave	Ghost Rider	2007
Fouquette, Dave	Coraline	2009
Fouquette, Dave	StarCraft II: Wings of Liberty	2010
Fouquette, Dave	Constantine	2005
Ramírez, Alfonso (II)	Bella	2006
Ramírez, Alfonso (II)	Nacho Libre	2006
Ramírez, Alfonso (II)	Big Daddy	1999
Hallam, John	Lifeforce	1985
Hallam, John	Robin Hood: Prince of Thieves	1991
Hallam, John	Santa Claus	1985
Hoover, Kelly (I)	Chicken Little	2005
Hoover, Kelly (I)	Meet the Robinsons	2007
Hoover, Kelly (I)	The Princess and the Frog	2009
Hoover, Kelly (I)	Bolt	2008
Sharp, David (X)	Shorts	2009
Sharp, David (X)	Office Space	1999
Sharp, David (X)	Varsity Blues	1999
Robertson, Jennifer (III)	The Doors	1991
Robertson, Jennifer (III)	Nine Months	1995
Robertson, Jennifer (III)	Jack Frost	1998
O'Brien, Skip (I)	The Muse	1999
O'Brien, Skip (I)	Blow	2001
O'Brien, Skip (I)	Liar Liar	1997
O'Brien, Skip (I)	A Very Brady Sequel	1996
O'Brien, Skip (I)	The Hitcher	2007
Kroll, Nick	Dinner for Schmucks	2010
Kroll, Nick	Date Night	2010
Kroll, Nick	Get Him to the Greek	2010
Kroll, Nick	Little Fockers	2010
Kroll, Nick	I Love You, Man	2009
Bolt, Jackson	National Treasure	2004
Bolt, Jackson	Confidence	2003
Bolt, Jackson	Domino	2005
Whishaw, Ben	Skyfall	2012
Whishaw, Ben	Cloud Atlas	2012
Whishaw, Ben	Bright Star	2009
Whishaw, Ben	Perfume: The Story of a Murderer	2006
Little, Steve (II)	Accepted	2006
Little, Steve (II)	Hearts in Atlantis	2001
Little, Steve (II)	Because I Said So	2007
Little, Steve (II)	Reno 911!: Miami	2007
Little, Steve (II)	Balls of Fury	2007
Little, Steve (II)	The Ugly Truth	2009
Peters, Robert (I)	Legally Blonde 2: Red, White & Blonde	2003
Peters, Robert (I)	Catch Me If You Can	2002
Peters, Robert (I)	A Lot Like Love	2005
Peters, Robert (I)	Air Force One	1997
Peters, Robert (I)	American Pie 2	2001
Peters, Robert (I)	Go	1999
Peters, Robert (I)	Ocean's Eleven	2001
Peters, Robert (I)	Kiss the Girls	1997
Peters, Robert (I)	Bad News Bears	2005
Peters, Robert (I)	Switchback	1997
Peters, Robert (I)	In the Line of Fire	1993
Wayans, Damon	Bulletproof	1996
Wayans, Damon	Look Who's Talking Too	1990
Wayans, Damon	Colors	1988
Wayans, Damon	The Last Boy Scout	1991
Wayans, Damon	Mo' Money	1992
Wayans, Damon	Beverly Hills Cop	1984
Wayans, Damon	Last Action Hero	1993
Forristal, Susan	The Distinguished Gentleman	1992
Forristal, Susan	Riding in Cars with Boys	2001
Forristal, Susan	Primary Colors	1998
Forristal, Susan	Addicted to Love	1997
Calloway, Vanessa Bell	Daylight	1996
Calloway, Vanessa Bell	What's Love Got to Do with It	1993
Calloway, Vanessa Bell	Cheaper by the Dozen	2003
Calloway, Vanessa Bell	Biker Boyz	2003
Calloway, Vanessa Bell	Love Don't Cost a Thing	2003
Calloway, Vanessa Bell	The Brothers	2001
Calloway, Vanessa Bell	Crimson Tide	1995
Calloway, Vanessa Bell	Coming to America	1988
Calloway, Vanessa Bell	Lakeview Terrace	2008
Sim, Gerald	Patriot Games	1992
Sim, Gerald	A Bridge Too Far	1977
Sim, Gerald	Gandhi	1982
Gould, Dana	Fathers' Day	1997
Gould, Dana	My Fellow Americans	1996
Gould, Dana	Mystery Men	1999
Gould, Dana	The Aristocrats	2005
Gould, Dana	Dumb and Dumberer: When Harry Met Lloyd	2003
El Santo Zavero, Niko	Bridesmaids	2011
El Santo Zavero, Niko	Little Fockers	2010
El Santo Zavero, Niko	The Dilemma	2011
El Santo Zavero, Niko	The Unborn	2009
El Santo Zavero, Niko	Transformers: Dark of the Moon	2011
Avery, Val	Cobra	1986
Avery, Val	The Amityville Horror	1979
Avery, Val	Easy Money	1983
Avery, Val	Papillon	1973
Avery, Val	Donnie Brasco	1997
Avery, Val	Sharky's Machine	1981
Badger, Jennifer	Public Enemies	2009
Badger, Jennifer	Speed 2: Cruise Control	1997
Badger, Jennifer	Summer of Sam	1999
Boen, Earl	Nutty Professor II: The Klumps	2000
Boen, Earl	The Odd Couple II	1998
Boen, Earl	Atlantis: The Lost Empire	2001
Boen, Earl	Marked for Death	1990
Boen, Earl	The Wild Thornberrys Movie	2002
Boen, Earl	Terminator 2: Judgment Day	1991
Boen, Earl	Naked Gun 33 1/3: The Final Insult	1994
Boen, Earl	The Terminator	1984
Boen, Earl	Nine to Five	1980
Boen, Earl	The Majestic	2001
Boen, Earl	Toy Story 2	1999
Boen, Earl	Terminator 3: Rise of the Machines	2003
Savage, Nick (I)	Harlem Nights	1989
Savage, Nick (I)	Coming to America	1988
Savage, Nick (I)	Fright Night	1985
Savage, Nick (I)	Friday the 13th Part III	1982
Savage, Nick (I)	Friday the 13th: The Final Chapter	1984
Brandt, Hank	Dumb & Dumber	1994
Brandt, Hank	Kingpin	1996
Brandt, Hank	Escape from Alcatraz	1979
Conley, Jack	Harold & Kumar Escape from Guantanamo Bay	2008
Conley, Jack	The Chamber	1996
Conley, Jack	The Cell	2000
Conley, Jack	Fast & Furious	2009
Conley, Jack	Apollo 13	1995
Conley, Jack	Fun with Dick and Jane	2005
Conley, Jack	L.A. Confidential	1997
Conley, Jack	G-Force	2009
Conley, Jack	Mercury Rising	1998
Conley, Jack	Get Shorty	1995
Conley, Jack	Over Her Dead Body	2008
Conley, Jack	Collateral Damage	2002
Conley, Jack	Traffic	2000
Hilario, Jhong	José Rizal	1998
Hilario, Jhong	Segunda mano	2011
Hilario, Jhong	Emir	2010
Hilario, Jhong	Caregiver	2008
Hilario, Jhong	The Ungasis and Escaleras Adventure)	2008
Perkins, Anthony (I)	Psycho	1960
Perkins, Anthony (I)	The Black Hole	1979
Perkins, Anthony (I)	Psycho II	1983
Henry, Dilva	The Day After Tomorrow	2004
Henry, Dilva	Dreamgirls	2006
Henry, Dilva	Corky Romano	2001
Henry, Dilva	The Terminal	2004
Henry, Dilva	Fun with Dick and Jane	2005
Henry, Dilva	Red Eye	2005
Lewis, Peter (XV)	Forgetting Sarah Marshall	2008
Lewis, Peter (XV)	Pineapple Express	2008
Lewis, Peter (XV)	Untraceable	2008
Sigurðsson, Ingvar Eggert	Stóra planið	2008
Sigurðsson, Ingvar Eggert	Djöflaeyjan	1996
Sigurðsson, Ingvar Eggert	Mýrin	2006
Sigurðsson, Ingvar Eggert	Skýjahöllin	1994
Sigurðsson, Ingvar Eggert	K-19: The Widowmaker	2002
Anderson, James P.	Fighting	2009
Anderson, James P.	Did You Hear About the Morgans?	2009
Anderson, James P.	The Departed	2006
Anderson, James P.	Wall Street: Money Never Sleeps	2010
Anderson, James P.	The Interpreter	2005
Noda, Eduardo	Hot Tub Time Machine	2010
Noda, Eduardo	Love Happens	2009
Noda, Eduardo	The Eye	2008
Noda, Eduardo	Cats & Dogs: The Revenge of Kitty Galore	2010
Scarborough, Chuck	The Corruptor	1999
Scarborough, Chuck	Book of Shadows: Blair Witch 2	2000
Scarborough, Chuck	The Adjustment Bureau	2011
Moreno, Fabian C.	Drive Angry	2011
Moreno, Fabian C.	Welcome Home, Roscoe Jenkins	2008
Moreno, Fabian C.	Harold & Kumar Escape from Guantanamo Bay	2008
Appel, Peter	Basic Instinct	1992
Appel, Peter	Days of Thunder	1990
Appel, Peter	Presumed Innocent	1990
Appel, Peter	The Happening	2008
Appel, Peter	Léon	1994
Appel, Peter	Spider-Man	2002
Appel, Peter	Sleepers	1996
Appel, Peter	Extreme Measures	1996
Appel, Peter	Big Night	1996
Appel, Peter	Coyote Ugly	2000
Heath, Darrel	Senseless	1998
Heath, Darrel	Woo	1998
Heath, Darrel	Two Can Play That Game	2001
Jones, O-Lan	Mars Attacks!	1996
Jones, O-Lan	Beethoven	1992
Jones, O-Lan	Edward Scissorhands	1990
Jones, O-Lan	Natural Born Killers	1994
Jones, O-Lan	The Truman Show	1998
Ferguson, Ted	The Mist	2007
Ferguson, Ted	Welcome Home, Roscoe Jenkins	2008
Ferguson, Ted	Soul Men	2008
Ferguson, Ted	Blonde Ambition	2007
Ferguson, Ted	Harold & Kumar Escape from Guantanamo Bay	2008
Ferguson, Ted	The Longshots	2008
Ferguson, Ted	Mr. Brooks	2007
Ferguson, Ted	Year One	2009
Ferguson, Ted	True Grit	2010
Benshoof, Paul	The Hot Chick	2002
Benshoof, Paul	Year One	2009
Benshoof, Paul	The Master of Disguise	2002
Douglas, Brother Eden	Brown Sugar	2002
Douglas, Brother Eden	Belly	1998
Douglas, Brother Eden	Beloved	1998
Douglas, Brother Eden	Pride and Glory	2008
Douglas, Brother Eden	Private Parts	1997
Douglas, Brother Eden	Down to Earth	2001
Swenson, Mark (I)	Deliver Us from Eva	2003
Swenson, Mark (I)	High School High	1996
Swenson, Mark (I)	My Best Friend's Wedding	1997
Swenson, Mark (I)	Two Can Play That Game	2001
Gibson, Thomas (I)	Eyes Wide Shut	1999
Gibson, Thomas (I)	The Flintstones in Viva Rock Vegas	2000
Gibson, Thomas (I)	Far and Away	1992
Gibson, Thomas (I)	The Age of Innocence	1993
Getty, Estelle	Stuart Little	1999
Getty, Estelle	Tootsie	1982
Getty, Estelle	Stop! Or My Mom Will Shoot	1992
Getty, Estelle	Mannequin	1987
Flemming, Wayne	Lemony Snicket's A Series of Unfortunate Events	2004
Flemming, Wayne	Fun with Dick and Jane	2005
Flemming, Wayne	Fever Pitch	2005
Flemming, Wayne	Cinderella Man	2005
Gant, David (I)	Firefox	1982
Gant, David (I)	Le violon rouge	1998
Gant, David (I)	Deux frères	2004
Gant, David (I)	Gandhi	1982
Gant, David (I)	Braveheart	1995
Wylde, Chris	Coyote Ugly	2000
Wylde, Chris	Space Cowboys	2000
Wylde, Chris	Evolution	2001
Wylde, Chris	Joe Dirt	2001
Hermann, Peter (I)	Edge of Darkness	2010
Hermann, Peter (I)	Our Idiot Brother	2011
Hermann, Peter (I)	United 93	2006
Hermann, Peter (I)	Swimfan	2002
Hermann, Peter (I)	Just Wright	2010
Franz, Elizabeth	The Secret of My Succe$s	1987
Franz, Elizabeth	Christmas with the Kranks	2004
Franz, Elizabeth	Sabrina	1995
Franz, Elizabeth	Thinner	1996
Cambise, Jude	Runaway Jury	2003
Cambise, Jude	Just My Luck	2006
Cambise, Jude	Glory Road	2006
Miller, Penelope Ann	The Relic	1997
Miller, Penelope Ann	The Artist	2011
Miller, Penelope Ann	The Messengers	2007
Miller, Penelope Ann	Biloxi Blues	1988
Miller, Penelope Ann	Awakenings	1990
Miller, Penelope Ann	Kindergarten Cop	1990
Miller, Penelope Ann	Carlito's Way	1993
Miller, Penelope Ann	Blonde Ambition	2007
Miller, Penelope Ann	Along Came a Spider	2001
Murray, Chad Michael	Freaky Friday	2003
Murray, Chad Michael	A Cinderella Story	2004
Murray, Chad Michael	House of Wax	2005
Mullany, Terry	Me, Myself & Irene	2000
Mullany, Terry	Hall Pass	2011
Mullany, Terry	The Heartbreak Kid	2007
Mullany, Terry	Dumb & Dumber	1994
Mullany, Terry	There's Something About Mary	1998
Mullany, Terry	Shallow Hal	2001
Mullany, Terry	Stuck on You	2003
Mullany, Terry	Kingpin	1996
Lewis, Robert (VIII)	The Rookie	2002
Lewis, Robert (VIII)	Ladder 49	2004
Lewis, Robert (VIII)	Tuck Everlasting	2002
Brown, Julie (I)	Police Academy 2: Their First Assignment	1985
Brown, Julie (I)	Like Mike	2002
Brown, Julie (I)	Clueless	1995
Brown, Julie (I)	Any Which Way You Can	1980
Perez, Manny (II)	Courage Under Fire	1996
Perez, Manny (II)	Bella	2006
Perez, Manny (II)	Pride and Glory	2008
Gordon, Lucy (I)	The Four Feathers	2002
Gordon, Lucy (I)	Spider-Man 3	2007
Gordon, Lucy (I)	Serendipity	2001
Ogundiran, Délé	Our Family Wedding	2010
Ogundiran, Délé	Two Weeks Notice	2002
Ogundiran, Délé	He's Just Not That Into You	2009
Pelletier, Paul	Me, Myself & Irene	2000
Pelletier, Paul	Kingpin	1996
Pelletier, Paul	Dumb & Dumber	1994
Pelletier, Paul	Stuck on You	2003
Pelletier, Paul	There's Something About Mary	1998
Whitebear, Richard	You Got Served	2004
Whitebear, Richard	Save the Last Dance	2001
Whitebear, Richard	13 Going on 30	2004
Smith, David (LXXIX)	I Can Do Bad All by Myself	2009
Smith, David (LXXIX)	The Blind Side	2009
Smith, David (LXXIX)	Forces of Nature	1999
Sturz, Lisa	The Adventures of Elmo in Grouchland	1999
Sturz, Lisa	Muppets from Space	1999
Sturz, Lisa	Howard the Duck	1986
Tighe, Michael Sean	In America	2002
Tighe, Michael Sean	Lakeview Terrace	2008
Tighe, Michael Sean	Pirates of the Caribbean: The Curse of the Black Pearl	2003
Slavin, Randall (I)	Zoolander	2001
Slavin, Randall (I)	Legends of the Fall	1994
Slavin, Randall (I)	Beethoven's 2nd	1993
Slavin, Randall (I)	Primal Fear	1996
del Prado, Janus	Shake Rattle & Roll X	2008
del Prado, Janus	My Only Ü	2008
del Prado, Janus	My Big Love	2008
del Prado, Janus	Catch Me... I'm in Love	2011
del Prado, Janus	Shake Rattle and Roll 8	2006
Dustin, Jasmine	Iron Man 2	2010
Dustin, Jasmine	Rush Hour 3	2007
Dustin, Jasmine	Tropic Thunder	2008
Busey, Jake (I)	Contact	1997
Busey, Jake (I)	Starship Troopers	1997
Busey, Jake (I)	Twister	1996
Busey, Jake (I)	Christmas with the Kranks	2004
Busey, Jake (I)	Home Fries	1998
Busey, Jake (I)	The Frighteners	1996
Busey, Jake (I)	Identity	2003
Busey, Jake (I)	Enemy of the State	1998
Murphy, Michael (II)	Surrogates	2009
Murphy, Michael (II)	Nurse Betty	2000
Murphy, Michael (II)	There's Something About Mary	1998
Murphy, Michael (II)	Smokin' Aces	2006
Atebe, Camille	The Day the Earth Stood Still	2008
Atebe, Camille	Rise of the Planet of the Apes	2011
Atebe, Camille	Case 39	2009
Atebe, Camille	Good Luck Chuck	2007
Popper, John	Private Parts	1997
Popper, John	Blues Brothers 2000	1998
Popper, John	Kingpin	1996
Hogan, Hulk	Gnomeo & Juliet	2011
Hogan, Hulk	Gremlins 2: The New Batch	1990
Hogan, Hulk	Muppets from Space	1999
Hogan, Hulk	Spy Hard	1996
Hogan, Hulk	Rocky III	1982
Ritter, Paul	Quantum of Solace	2008
Ritter, Paul	Harry Potter and the Half-Blood Prince	2009
Ritter, Paul	The Eagle	2011
Ritter, Paul	Hannibal Rising	2007
Canavan, Michael (I)	Murder by Numbers	2002
Canavan, Michael (I)	Hidalgo	2004
Canavan, Michael (I)	The Island	2005
Canavan, Michael (I)	Flags of Our Fathers	2006
Kinsley, Michael	The Birdcage	1996
Kinsley, Michael	Rising Sun	1993
Kinsley, Michael	Dave	1993
Baron Cohen, Sacha	Madagascar: Escape 2 Africa	2008
Baron Cohen, Sacha	Madagascar 3: Europe's Most Wanted	2012
Baron Cohen, Sacha	Talladega Nights: The Ballad of Ricky Bobby	2006
Baron Cohen, Sacha	Madagascar	2005
Baron Cohen, Sacha	Sweeney Todd: The Demon Barber of Fleet Street	2007
Baron Cohen, Sacha	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	2006
Baron Cohen, Sacha	The Dictator	2012
Baron Cohen, Sacha	Ali G Indahouse	2002
Baron Cohen, Sacha	Brüno	2009
Alaouie, Afifi	Under Siege 2: Dark Territory	1995
Alaouie, Afifi	Austin Powers: International Man of Mystery	1997
Alaouie, Afifi	Out for Justice	1991
Sy, Omar	Le raid	2002
Sy, Omar	Intouchables	2011
Sy, Omar	Arthur et la vengeance de Maltazard	2009
Sy, Omar	Astérix & Obélix: Mission Cléopâtre	2002
Beatty, Ned	All the President's Men	1976
Beatty, Ned	Toy Story 3	2010
Beatty, Ned	Charlie Wilson's War	2007
Beatty, Ned	Silver Streak	1976
Beatty, Ned	He Got Game	1998
Beatty, Ned	Deliverance	1972
Beatty, Ned	The Toy	1982
Beatty, Ned	Superman	1978
Beatty, Ned	Superman II	1980
Beatty, Ned	Rango	2011
Beatty, Ned	Back to School	1986
Beatty, Ned	1941	1979
Beatty, Ned	Cookie's Fortune	1999
Davis, Andre (II)	ATL	2006
Davis, Andre (II)	Madea Goes to Jail	2009
Davis, Andre (II)	The Gospel	2005
Murphy, Betty (I)	You Don't Mess with the Zohan	2008
Murphy, Betty (I)	Urban Cowboy	1980
Murphy, Betty (I)	Zodiac	2007
Cameron, John Munro	Looney Tunes: Back in Action	2003
Cameron, John Munro	Instinct	1999
Cameron, John Munro	Congo	1995
Cameron, John Munro	Mighty Joe Young	1998
Schneider, Charles (II)	Ghost World	2001
Schneider, Charles (II)	Tombstone	1993
Schneider, Charles (II)	Beetle Juice	1988
Schneider, Charles (II)	Zodiac	2007
Ward, Lyman (I)	A Nightmare on Elm Street Part 2: Freddy's Revenge	1985
Ward, Lyman (I)	Ferris Bueller's Day Off	1986
Ward, Lyman (I)	Not Another Teen Movie	2001
Ward, Lyman (I)	Independence Day	1996
Ward, Lyman (I)	Rumor Has It...	2005
Ward, Lyman (I)	Planes, Trains & Automobiles	1987
Cross, T.J.	Showtime	2002
Cross, T.J.	Gone in Sixty Seconds	2000
Cross, T.J.	Bad Company	2002
Ghali, George	Get Rich or Die Tryin'	2005
Ghali, George	Fever Pitch	2005
Ghali, George	The Man	2005
Ghali, George	Rollerball	2002
Ghali, George	Jumper	2008
Sato, Garret	Bulletproof	1996
Sato, Garret	Street Kings	2008
Sato, Garret	Pearl Harbor	2001
Sato, Garret	The Mask	1994
Sung, Elizabeth	Lethal Weapon 4	1998
Sung, Elizabeth	The Mummy: Tomb of the Dragon Emperor	2008
Sung, Elizabeth	Memoirs of a Geisha	2005
Sung, Elizabeth	Tango & Cash	1989
Sung, Elizabeth	Ying Xiong	2002
Uchaneishvili, Levan	Virus	1999
Uchaneishvili, Levan	25th Hour	2002
Uchaneishvili, Levan	Air Force One	1997
Uchaneishvili, Levan	Blade	1998
Uchaneishvili, Levan	Independence Day	1996
Ling, Bai	The Crow	1994
Ling, Bai	Red Corner	1997
Ling, Bai	Star Wars: Episode III - Revenge of the Sith	2005
Ling, Bai	Anna and the King	1999
Ling, Bai	Sky Captain and the World of Tomorrow	2004
Ling, Bai	Siu lam juk kau	2001
Ling, Bai	Wild Wild West	1999
Ling, Bai	My Baby's Daddy	2004
Ling, Bai	Crank: High Voltage	2009
Henshall, Douglas	The Eagle	2011
Henshall, Douglas	Slipp Jimmy fri	2006
Henshall, Douglas	It's All About Love	2003
Watson, Mike (I)	Back to the Future Part III	1990
Watson, Mike (I)	Traffic	2000
Watson, Mike (I)	The Deep End of the Ocean	1999
Watson, Mike (I)	Appaloosa	2008
Wilson, Kristen (I)	Bulletproof	1996
Wilson, Kristen (I)	Dungeons & Dragons	2000
Wilson, Kristen (I)	Dr. Dolittle 2	2001
Wilson, Kristen (I)	Doctor Dolittle	1998
Wilson, Kristen (I)	Walking Tall	2004
Wilson, Kristen (I)	Confessions of a Dangerous Mind	2002
Taylor, Matthew W.	Open Season 3	2010
Taylor, Matthew W.	Open Season	2006
Taylor, Matthew W.	Surf's Up	2007
Diakun, Alex	Agent Cody Banks	2003
Diakun, Alex	The X Files: I Want to Believe	2008
Diakun, Alex	Friday the 13th Part VIII: Jason Takes Manhattan	1989
Diakun, Alex	Valentine	2001
Murphy, Thomas (I)	Raging Bull	1980
Murphy, Thomas (I)	Death Becomes Her	1992
Murphy, Thomas (I)	Dog Day Afternoon	1975
Leaver, Huggy	The League of Extraordinary Gentlemen	2003
Leaver, Huggy	Lock, Stock and Two Smoking Barrels	1998
Leaver, Huggy	Judge Dredd	1995
LeRoi, Randolph	Big Momma's House 2	2006
LeRoi, Randolph	Mr. Deeds	2002
LeRoi, Randolph	Domino	2005
LeRoi, Randolph	Cursed	2005
Medlock, Ken	Bad News Bears	2005
Medlock, Ken	The Comebacks	2007
Medlock, Ken	Moneyball	2011
Medlock, Ken	Another 48 Hrs.	1990
Medlock, Ken	Brewster's Millions	1985
Medlock, Ken	Undisputed	2002
Medlock, Ken	Last Man Standing	1996
Haumann, Máté	Eragon	2006
Haumann, Máté	Overnight	2007
Haumann, Máté	Apám beájulna	2003
Haumann, Máté	The Raven	2012
Haumann, Máté	Sorstalanság	2005
Haumann, Máté	Monte Carlo	2011
Marcus, Dominic	Rounders	1998
Marcus, Dominic	Eraser	1996
Marcus, Dominic	The Thomas Crown Affair	1999
Marcus, Dominic	Booty Call	1997
Hedaya, Dan	Daylight	1996
Hedaya, Dan	The Hurricane	1999
Hedaya, Dan	Rookie of the Year	1993
Hedaya, Dan	Robots	2005
Hedaya, Dan	The First Wives Club	1996
Hedaya, Dan	Marvin's Room	1996
Hedaya, Dan	Ransom	1996
Hedaya, Dan	Shaft	2000
Hedaya, Dan	Running Scared	1986
Hedaya, Dan	The Crew	2000
Hedaya, Dan	Commando	1985
Hedaya, Dan	Swimfan	2002
Hedaya, Dan	A Civil Action	1998
Hedaya, Dan	Maverick	1994
Hedaya, Dan	The Addams Family	1991
Hedaya, Dan	In & Out	1997
Hedaya, Dan	Tightrope	1984
Hedaya, Dan	The Adventures of Buckaroo Banzai Across the 8th Dimension	1984
Hedaya, Dan	Alien: Resurrection	1997
Hedaya, Dan	Clueless	1995
Hedaya, Dan	Mulholland Dr.	2001
Hedaya, Dan	A Night at the Roxbury	1998
Simpson, Terry (I)	The Day After Tomorrow	2004
Simpson, Terry (I)	The Bone Collector	1999
Simpson, Terry (I)	Gothika	2003
Simpson, Terry (I)	The Art of War	2000
Grady, Kevin (I)	I Now Pronounce You Chuck & Larry	2007
Grady, Kevin (I)	The Longest Yard	2005
Grady, Kevin (I)	Mr. Deeds	2002
Grady, Kevin (I)	Eight Crazy Nights	2002
Grady, Kevin (I)	Little Nicky	2000
Grady, Kevin (I)	Anger Management	2003
Grady, Kevin (I)	You Don't Mess with the Zohan	2008
Grady, Kevin (I)	Grown Ups	2010
Wright, Darrel W.	Boogie Nights	1997
Wright, Darrel W.	13 Going on 30	2004
Wright, Darrel W.	Out to Sea	1997
Wright, Darrel W.	The Princess Diaries 2: Royal Engagement	2004
Russell, Kimberly	The Princess and the Frog	2009
Russell, Kimberly	Precious	2009
Russell, Kimberly	The Game	1997
Davis, Tyler Lee	Juwanna Mann	2002
Davis, Tyler Lee	Leatherheads	2008
Davis, Tyler Lee	Nights in Rodanthe	2008
Lynch, Susan (I)	From Hell	2001
Lynch, Susan (I)	Interview with the Vampire: The Vampire Chronicles	1994
Lynch, Susan (I)	Waking Ned	1998
Lynch, Susan (I)	Elizabeth: The Golden Age	2007
Bluthal, John	The Fifth Element	1997
Bluthal, John	Dark City	1998
Bluthal, John	Superman III	1983
Bluthal, John	Casino Royale	1967
Willis, Mirron E.	Fracture	2007
Willis, Mirron E.	Independence Day	1996
Willis, Mirron E.	Universal Soldier	1992
Jade, Daisy	One Missed Call	2008
Jade, Daisy	Daddy's Little Girls	2007
Jade, Daisy	Stomp the Yard	2007
Jade, Daisy	We Are Marshall	2006
Munn, Olivia	Date Night	2010
Munn, Olivia	I Don't Know How She Does It	2011
Munn, Olivia	Magic Mike	2012
Munn, Olivia	Iron Man 2	2010
Shepherd, Cue	Unbreakable	2000
Shepherd, Cue	Shaft	2000
Shepherd, Cue	Beloved	1998
Anderson, Emily (I)	Horton Hears a Who!	2008
Anderson, Emily (I)	Ice Age: The Meltdown	2006
